lng,lat,common,datevisit,volunteer,watered,staked,braced,weeded,mulched,pruned,comment
-122.197683,37.774340,Saratoga laurel,2019-03-08 11:00:00,WB,yes,No,Yes,no,no,yes,"Talk to owner about stake removal, string brace, lawn"
-122.197682,37.772476,cork oak,2019-03-08 11:00:00,WB,yes,yes,yes,no,no,yes,"Wooden 3 post stakes, remove? , lawn"
-122.195808,37.774547,October Glory red maple,2019-03-08 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.228331,37.794941,Raywood ash,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.296863,37.806575,Persian ironwood,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.296841,37.806632,Persian ironwood,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.296809,37.806723,Persian ironwood,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.288226,37.809893,London plane tree,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes, Removed brace and stakes
-122.288091,37.809863,London plane tree,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes, Removed brace and stakes
-122.286121,37.812001,New Harmony American elm,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.285867,37.811992,Colonial Spirit American elm,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes, Removed brace and stakes
-122.282232,37.813636,scarlet oak,2019-03-15 11:00:00,WB,yes,No,no,yes,yes,yes,Could be loyesed after better.
-122.278567,37.821216,Sensation boxelder,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.268640,37.813909,Shumard red oak,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,Replaced 2019
-122.267601,37.803154,Brisbane box,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,"Crossbraces on with nails,  Removed brace and stakes"
-122.267577,37.803194,Brisbane box,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,"Crossbraces on with nails,  Removed brace and stakes"
-122.266366,37.821625,London plane tree,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes, Removed brace and stakes
-122.262973,37.825399,red maple,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.251139,37.800757,red maple,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes, Removed brace and stakes
-122.249702,37.801030,silver linden,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes, Removed brace and stakes
-122.248301,37.801338,red maple,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,"Strange situation with the leader, training?"
-122.245158,37.796838,,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.245114,37.796750,Holly Oak,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,leader might need some guidance.
-122.227627,37.794008,cork oak,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.190203,37.777445,Saratoga laurel,2019-03-15 11:00:00,WB,yes,yes,yes,yes,yes,yes, Removed brace and stakes
-122.276954,37.824346,Australian willow,2019-03-28 11:00:00,WB,yes,yes,yes,yes,yes,yes,Magnolia from earlier planting at this house too
-122.276427,37.824864,silver linden,2019-03-28 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.275274,37.824586,Brisbane box,2019-03-28 11:00:00,WB,yes,yes,yes,yes,yes,yes, Removed brace and stakes
-122.275198,37.824567,Brisbane box,2019-03-28 11:00:00,WB,yes,yes,yes,yes,yes,yes,Stake can be removed soon
-122.275094,37.824541,Brisbane box,2019-03-28 11:00:00,WB,yes,yes,yes,yes,yes,yes,Stake can be removed soon
-122.274972,37.824511,Brisbane box,2019-03-28 11:00:00,WB,yes,yes,yes,yes,yes,yes, Removed brace and stakes
-122.274911,37.824497,American ash,2019-03-28 11:00:00,WB,yes,yes,yes,No,yes,yes,plantings
-122.273042,37.824051,New Zealand Christmas tree,2019-03-28 11:00:00,WB,yes,Yes,Yes,yes,yes,yes,
-122.272926,37.824020,Shumard red oak,2019-03-28 11:00:00,WB,yes,Yes,Yes,yes,yes,yes,Stake can be removed soon
-122.272833,37.823999,Shumard red oak,2019-03-28 11:00:00,WB,yes,Yes,Yes,yes,yes,yes,
-122.272211,37.829531,ginkgo,2019-03-28 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.272205,37.828741,Shumard red oak,2019-03-28 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.272180,37.826054,Kentucky coffee tree,2019-03-28 11:00:00,WB,yes,Yes,Yes,yes,yes,yes,Stake can be removed soon
-122.272166,37.826105,red maple,2019-03-28 11:00:00,WB,yes,Yes,Yes,yes,yes,yes,
-122.272146,37.826193,Kentucky coffee tree,2019-03-28 11:00:00,WB,yes,no,no,yes,yes,yes, Removed brace and stakes
-122.272126,37.826272,red maple,2019-03-28 11:00:00,WB,yes,Yes,Yes,yes,yes,yes,
-122.271704,37.816394,purple-flowering locust,2019-03-28 11:00:00,WB,yes,no,no,yes,yes,yes, Removed brace and stakes
-122.271456,37.819794,Brisbane box,2019-03-28 11:00:00,WB,yes,no,no,yes,yes,yes,Water bag can probably be removed
-122.271392,37.822167,Kentucky coffee tree,2019-03-28 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.271345,37.819776,Brisbane box,2019-03-28 11:00:00,WB,yes,no,no,yes,yes,yes,Water bag can probably be removed
-122.271141,37.819744,Brisbane box,2019-03-28 11:00:00,WB,yes,yes,yes,yes,yes,yes,Water bag can probably be removed
-122.270861,37.823528,goldenrain tree,2019-03-28 11:00:00,WB,yes,Yes,Yes,yes,yes,yes,
-122.270806,37.823528,goldenrain tree,2019-03-28 11:00:00,WB,yes,Yes,Yes,yes,yes,yes,
-122.270753,37.821020,hybrid madrone,2019-03-28 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.270753,37.819676,Purple Robe locust,2019-03-28 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.270673,37.819665,Purple Robe locust,2019-03-28 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.270600,37.819652,Purple Robe locust,2019-03-28 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.270517,37.820624,Brisbane box,2019-03-28 11:00:00,WB,yes,no,no,yes,yes,yes,Water bag can probably be removed
-122.270422,37.820609,Brisbane box,2019-03-28 11:00:00,WB,yes,no,no,yes,yes,yes,Water bag can probably be removed
-122.269434,37.831661,Saratoga laurel,2019-03-28 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.271720,37.816343,purple-flowering locust,2019-03-28 11:00:00,WB,yes,Yes,Yes,yes,yes,yes,Stake can be removed soon
-122.300538,37.803319,Canary Island pine,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.300504,37.803322,Canary Island pine,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.300488,37.803388,Canary Island pine,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.300468,37.803359,Canary Island pine,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.300460,37.803424,Afghan pine,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.300459,37.803308,Afghan pine,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.300456,37.803386,Canary Island pine,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.300446,37.803401,Afghan pine,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.300431,37.803359,cajeput tree,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,Fair due to age in comparison
-122.300429,37.803420,Afghan pine,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.300421,37.803332,primrose tree,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,Metal colar on crown at trunk
-122.300410,37.803407,primrose tree,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.300402,37.803281,Afghan pine,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.300372,37.803284,primrose tree,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,Metal colar on crown at trunk
-122.300369,37.803240,Afghan pine,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.300361,37.803254,primrose tree,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,Metal colar on crown at trunk
-122.300326,37.803250,cajeput tree,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,Leader is braced by strap
-122.300091,37.803119,Catalina ironwood,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.300088,37.803092,Catalina ironwood,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.300055,37.803076,Catalina ironwood,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.300054,37.803099,Catalina ironwood,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.300020,37.803090,Catalina ironwood,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.299134,37.803264,London plane tree,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.299026,37.803243,London plane tree,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.298494,37.803110,London plane tree,2019-03-29 11:00:00,WB,yes,yes,yes,yes,yes,yes,"Loyess distressed. Might be swamped, might be the weather."
-122.285467,37.809099,Catalina ironwood,2019-04-25 11:00:00,WB,yes,yes,yes,yes,yes,yes,"Dead leader has been removed, probably needs additional trimming help"
-122.285456,37.809138,Catalina ironwood,2019-04-25 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.285429,37.809115,Catalina ironwood,2019-04-25 11:00:00,WB,yes,fair,yes,yes,yes,yes,One stake is bryesen but rig is standing fine
-122.285394,37.809134,Catalina ironwood,2019-04-25 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.285358,37.809107,Catalina ironwood,2019-04-25 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.285139,37.809025,Princeton American elm,2019-04-25 11:00:00,WB,yes,no,no,yes,yes,yes,
-122.285082,37.809031,Princeton American elm,2019-04-25 11:00:00,WB,yes,no,no,yes,yes,yes,
-122.283352,37.808265,,2019-04-25 11:00:00,WB,yes,no,no,yes,yes,yes,"Trunk has large gash on bottom 1/3rd, needs loyesing at,  Removed brace and stakes"
-122.283310,37.808359,,2019-04-25 11:00:00,WB,yes,no,no,yes,yes,yes,"Tree is dead, trunk removed,  Removed brace and stakes"
-122.283286,37.808534,Afghan pine,2019-04-25 11:00:00,WB,yes,no,no,yes,yes,yes,
-122.283271,37.808656,Greenstone elm,2019-04-25 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.283253,37.808563,Afghan pine,2019-04-25 11:00:00,WB,yes,yes,yes,yes,yes,yes,Stakes ready to be removed?
-122.283248,37.808324,Afghan pine,2019-04-25 11:00:00,WB,yes,yes,yes,yes,yes,yes,One stake is bryesen but rig is standing fine; Stakes ready to be removed?
-122.283231,37.808477,Canary Island pine,2019-04-25 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.283212,37.808413,Canary Island pine,2019-04-25 11:00:00,WB,yes,yes,yes,yes,yes,yes,Stakes ready to be removed?
-122.283209,37.808517,Canary Island pine,2019-04-25 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.283199,37.808451,Canary Island pine,2019-04-25 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.283183,37.808489,Canary Island pine,2019-04-25 11:00:00,WB,yes,yes,yes,yes,yes,yes,Stakes ready to be removed?
-122.283129,37.808642,Afghan pine,2019-04-25 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.283102,37.808715,tupelo,2019-04-25 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.297273,37.812934,Brisbane box,2019-04-30 11:00:00,WB,yes,no,no,yes,yes,Yes, Removed brace and stakes
-122.294904,37.812552,October Glory red maple,2019-04-30 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.293151,37.816746,Colonial Spirit American elm,2019-04-30 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.293117,37.816788,Shumard red oak,2019-04-30 11:00:00,WB,yes,yes,yes,yes,yes,yes,Loyess poor compared to others
-122.293079,37.816836,Shumard red oak,2019-04-30 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.289733,37.815019,red horsechestnut,2019-04-30 11:00:00,WB,yes,yes,yes,No,yes,yes,plantings
-122.288978,37.819227,valley oak,2019-04-30 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.288550,37.818342,cork oak,2019-04-30 11:00:00,WB,yes,yes,yes,yes,yes,yes,replaced 6/08/18
-122.279657,37.801555,purple-flowering locust,2019-04-30 11:00:00,WB,yes,yes,yes,No,No,No,"Chickenwire around stakes, branches inside, needs mulch, weeds"
-122.279596,37.801529,purple-flowering locust,2019-04-30 11:00:00,WB,yes,yes,yes,No,No,No,"Chickenwire around stakes, branches inside, needs mulch weeds"
-122.279532,37.801504,purple-flowering locust,2019-04-30 11:00:00,WB,yes,yes,yes,No,No,No,"Chickenwire around stakes, branches, suckers inside, needs mulch, weeds"
-122.279414,37.801458,purple-flowering locust,2019-04-30 11:00:00,WB,yes,yes,yes,No,No,No,"Chickenwire around stakes, suckers at base, needs mulch, weeds"
-122.279346,37.801432,purple-flowering locust,2019-04-30 11:00:00,WB,yes,yes,yes,No,No,No,"Chickenwire around stakes, suckers at base, needs mulch, weeds"
-122.276226,37.806211,London plane tree,2019-04-30 11:00:00,WB,yes,No,yes,yes,yes,yes,Bamboo extension on wood brace needs attention
-122.242127,37.789876,Princeton American elm,2019-06-20 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.242040,37.789826,Princeton American elm,2019-06-20 11:00:00,WB,yes,No,No,yes,yes,yes, Removed brace and stakes
-122.241938,37.789765,Princeton American elm,2019-06-20 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.241829,37.789700,Princeton American elm,2019-06-20 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.241718,37.789636,Princeton American elm,2019-06-20 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.241393,37.789444,Princeton American elm,2019-06-20 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.241289,37.789384,Princeton American elm,2019-06-20 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.241180,37.789319,Princeton American elm,2019-06-20 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.241064,37.789249,Princeton American elm,2019-06-20 11:00:00,WB,yes,yes,yes,yes,yes,yes,Metal post as second planting stake removed
-122.240950,37.789182,Princeton American elm,2019-06-20 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.240820,37.789098,Princeton American elm,2019-06-20 11:00:00,WB,yes,yes,yes,yes,yes,yes, Remove brace and stakes
-122.240704,37.789028,Princeton American elm,2019-06-20 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.240583,37.788960,Princeton American elm,2019-06-20 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.240409,37.788998,Jefferson American elm,2019-06-20 11:00:00,WB,yes,no,no,yes,yes,yes, Remove brace and stakes
-122.240311,37.791163,Frontier elm,2019-06-20 11:00:00,WB,yes,yes,No,yes,yes,yes,"Leader is leaning slightly, needs bolt set"
-122.240207,37.789211,Jefferson American elm,2019-06-20 11:00:00,WB,yes,no,no,yes,yes,yes, Remove brace and stakes
-122.240151,37.791066,Frontier elm,2019-06-20 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.239873,37.789562,Jefferson American elm,2019-06-20 11:00:00,WB,yes,no,no,yes,yes,yes, Remove brace and stakes
-122.239778,37.790846,Frontier elm,2019-06-20 11:00:00,WB,yes,no,no,yes,yes,yes, Remove brace and stakes
-122.239644,37.790764,Frontier elm,2019-06-20 11:00:00,WB,yes,no,no,yes,yes,yes, Remove brace and stakes
-122.239632,37.789822,Jefferson American elm,2019-06-20 11:00:00,WB,yes,no,no,yes,yes,yes, Remove brace and stakes
-122.239537,37.789921,Jefferson American elm,2019-06-20 11:00:00,WB,yes,no,no,yes,yes,yes, Remove brace and stakes
-122.239423,37.790038,Jefferson American elm,2019-06-20 11:00:00,WB,yes,no,no,yes,yes,yes, Remove brace and stakes
-122.239367,37.790599,Frontier elm,2019-06-20 11:00:00,WB,yes,no,no,yes,yes,yes, Remove brace and stakes
-122.239279,37.790190,Jefferson American elm,2019-06-20 11:00:00,WB,yes,no,no,yes,yes,yes, Remove brace and stakes
-122.239209,37.790502,Frontier elm,2019-06-20 11:00:00,WB,yes,no,no,yes,yes,yes,All trees in San Antiono Park are wrapped in chicken wire
-122.239202,37.790270,Jefferson American elm,2019-06-20 11:00:00,WB,yes,no,no,yes,yes,yes, Remove brace and stakes
-122.267484,37.797879,sawleaf zelkova,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.267384,37.797840,sawleaf zelkova,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.267290,37.797806,sawleaf zelkova,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.267199,37.797772,sawleaf zelkova,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.267119,37.798296,sawleaf zelkova,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.267112,37.797740,sawleaf zelkova,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.267027,37.798260,sawleaf zelkova,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.267023,37.797701,sawleaf zelkova,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,top splinted 9/16/18
-122.266947,37.798227,sawleaf zelkova,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.266928,37.797665,sawleaf zelkova,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.266857,37.798195,sawleaf zelkova,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.266842,37.797631,sawleaf zelkova,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.266767,37.798161,sawleaf zelkova,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.266690,37.798130,sawleaf zelkova,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.266687,37.797874,Chinese pistache,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,edges burnt
-122.266673,37.797686,American elm,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,trees along madison have edges of leaves burnt
-122.266640,37.797951,Chinese pistache,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,"canopy empty of leaves, may have too much water 6/24 WB"
-122.266603,37.798096,sawleaf zelkova,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.266603,37.797804,American elm,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,trees along madison have edges of leaves burnt
-122.266538,37.797922,American elm,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,trees along madison have edges of leaves burnt
-122.266478,37.798023,American elm,2019-06-24 11:00:00,WB,yes,yes,yes,yes,yes,yes,"heavy scar on trunk, needs weedwacker guard 6/24 WB"
-122.193413,37.762547,silver linden,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.193366,37.762576,silver linden,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.193251,37.762652,silver linden,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.192656,37.759214,Brisbane box,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.192606,37.759249,Brisbane box,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.192547,37.759285,Brisbane box,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.192439,37.759356,Brisbane box,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.192385,37.759390,Brisbane box,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.192311,37.759439,Brisbane box,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.192242,37.759481,Brisbane box,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.192043,37.759611,London plane tree,2019-07-02 11:00:00,WB,yes,yes,no,yes,yes,yes,
-122.191979,37.759652,London plane tree,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,"removed stakes, braces"
-122.191901,37.759701,London plane tree,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,"removed stakes, braces"
-122.191830,37.759746,London plane tree,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,"removed stakes, braces"
-122.191769,37.759786,London plane tree,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,"removed stakes, braces"
-122.191706,37.759824,London plane tree,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,"removed stakes, braces"
-122.191590,37.759901,London plane tree,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,"removed stakes, braces"
-122.191527,37.759940,London plane tree,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.191459,37.759986,London plane tree,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.191321,37.760072,London plane tree,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.190959,37.760307,London plane tree,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.186868,37.767144,American elm,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.186789,37.767195,red maple,2019-07-02 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.279536,37.801849,tupelo,2019-07-03 11:00:00,WB,no,yes,yes,no,no,no,"Dead on 7/3/19. Trunk removed, stakes retained"
-122.279462,37.801855,tupelo,2019-07-03 11:00:00,WB,yes,yes,yes,yes,yes,yes,"Not loyesing well, needs water?"
-122.279296,37.801871,tupelo,2019-07-03 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.279227,37.801883,tupelo,2019-07-03 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.279083,37.802061,October Glory red maple,2019-07-03 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.278996,37.802075,October Glory red maple,2019-07-03 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.278913,37.802089,October Glory red maple,2019-07-03 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.275393,37.814387,silver linden,2019-07-03 11:00:00,WB,yes,yes,yes,no,no,yes,"planting stake removed 3/28, planting/trash, planting"
-122.275333,37.814478,silver linden,2019-07-03 11:00:00,WB,yes,yes,yes,no,no,yes,"planting stake removed 3/28, planting/trash, planting"
-122.275283,37.814565,silver linden,2019-07-03 11:00:00,WB,yes,yes,yes,no,no,yes,"Planting stake removed 3/28, Various injuries to limbs and trunk, planting/trash, planting"
-122.275233,37.814632,silver linden,2019-07-03 11:00:00,WB,yes,yes,yes,no,no,yes,"planting stake removed 2/21, planting/trash, planting"
-122.275191,37.814707,silver linden,2019-07-03 11:00:00,WB,yes,yes,yes,no,no,yes,"planting stake removed 3/28, planting/trash, planting"
-122.275179,37.814388,silver linden,2019-07-03 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.187341,37.762142,Australian willow,2019-07-08 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.191926,37.761237,deodar cedar,2019-07-10 11:00:00,WB,Yes,no,no,yes,yes,yes,
-122.191888,37.761183,coast live oak,2019-07-10 11:00:00,WB,Yes,no,no,yes,yes,yes,
-122.191855,37.761150,coast live oak,2019-07-10 11:00:00,WB,Yes,no,no,yes,yes,yes,
-122.191843,37.761179,coast live oak,2019-07-10 11:00:00,WB,Yes,no,no,yes,yes,yes,
-122.191802,37.761119,coast live oak,2019-07-10 11:00:00,WB,Yes,no,no,yes,yes,yes,
-122.191766,37.761179,hybrid madrone,2019-07-10 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.191758,37.761059,coast live oak,2019-07-10 11:00:00,WB,Yes,no,no,yes,yes,yes,
-122.191721,37.761021,coast live oak,2019-07-10 11:00:00,WB,Yes,no,no,yes,yes,yes,
-122.191699,37.761057,coast live oak,2019-07-10 11:00:00,WB,Yes,no,no,yes,yes,yes,
-122.191695,37.761116,coast live oak,2019-07-10 11:00:00,WB,Yes,no,no,yes,yes,yes,
-122.191686,37.760971,deodar cedar,2019-07-10 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.191644,37.761049,coast live oak,2019-07-10 11:00:00,WB,Yes,no,no,yes,yes,yes,
-122.191632,37.760922,incense cedar,2019-07-10 11:00:00,WB,Yes,yes,yes,yes,yes,yes,
-122.191628,37.760893,incense cedar,2019-07-10 11:00:00,WB,Yes,yes,yes,yes,yes,yes,
-122.191616,37.761082,hybrid madrone,2019-07-10 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.191615,37.761006,coast live oak,2019-07-10 11:00:00,WB,Yes,no,no,yes,yes,yes,
-122.191568,37.761016,European hornbeam,2019-07-10 11:00:00,WB,Yes,yes,yes,yes,yes,yes,
-122.191563,37.760988,European hornbeam,2019-07-10 11:00:00,WB,Yes,yes,yes,yes,yes,yes,
-122.191527,37.761041,European hornbeam,2019-07-10 11:00:00,WB,Yes,yes,yes,yes,yes,yes,
-122.191490,37.761033,European hornbeam,2019-07-10 11:00:00,WB,Yes,yes,yes,yes,yes,yes,
-122.191391,37.761008,coast live oak,2019-07-10 11:00:00,WB,Yes,no,no,yes,yes,yes,
-122.191359,37.761032,hybrid madrone,2019-07-10 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.191336,37.760994,hybrid madrone,2019-07-10 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.191325,37.760953,coast live oak,2019-07-10 11:00:00,WB,Yes,no,no,yes,yes,yes,
-122.191230,37.760925,coast live oak,2019-07-10 11:00:00,WB,Yes,no,no,yes,yes,yes,
-122.191204,37.760964,hybrid madrone,2019-07-10 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.191177,37.760934,coast live oak,2019-07-10 11:00:00,WB,Yes,no,no,yes,yes,yes,
-122.191147,37.760893,coast live oak,2019-07-10 11:00:00,WB,Yes,Yes,Yes,yes,yes,yes,
-122.191124,37.760925,hybrid madrone,2019-07-10 11:00:00,WB,Yes,yes,yes,yes,yes,yes,
-122.191056,37.760882,coast live oak,2019-07-10 11:00:00,WB,Yes,yes,yes,yes,yes,yes,1 loose brace
-122.190981,37.760836,coast live oak,2019-07-10 11:00:00,WB,Yes,yes,yes,yes,yes,yes,1 brace
-122.190909,37.760812,deodar cedar,2019-07-10 11:00:00,WB,Yes,no,no,yes,yes,yes,
-122.202442,37.762622,red maple,2019-07-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.202381,37.762563,black maple,2019-07-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.202323,37.762513,red maple,2019-07-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.202282,37.762477,black maple,2019-07-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.202238,37.762437,red maple,2019-07-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.202123,37.762443,red maple,2019-07-15 11:00:00,WB,yes,yes,yes,yes,yes,yes,
-122.196301,37.766977,New Zealand Christmas tree,2019-07-15 11:00:00,WB,yes,yes,yes,no,no,yes,Planting stake still attached. May need some selective pruning to remove stake and brace which should be soon.
